intials,b,betas,time,LLF,converged
[0.01719755 0.04297949 0.01434508],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.08046551 0.0853118  0.08595535],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.01499663 0.0714112  0.0261313 ],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.05049513 0.06376734 0.02429899],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.08067328 0.0034276  0.0418912 ],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.02465306 0.00674566 0.04986137],0.024653063,[0.00674566 0.04986137],0.03125,-29.52293807,FALSE
[0.00889393 0.0315137  0.05744275],-840.6707959,[ 0.29295368 -4.01965093],0.109375,nan,FALSE
[0.07836691 0.05536925 0.09553649],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.06619918 0.04516945 0.01956496],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.08577487 0.04009538 0.07118681],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.07165868 0.03337284 0.03075248],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.04295704 0.03301093 0.08349002],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.03223549 0.06558732 0.02070962],0.032235486,[0.06558732 0.02070962],0.03125,-25.37807998,FALSE
[0.00448652 0.07679225 0.09029162],-792.9163902,[ 0.29155891 -4.00209189],0.09375,nan,FALSE
[0.04327928 0.00956719 0.05621245],0.043279279,[0.00956719 0.05621245],0.03125,-27.90115542,FALSE
[0.01138095 0.0455749  0.00438914],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.05476838 0.01493289 0.08494348],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.06551786 0.03297381 0.04020991],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.03303267 0.03502978 0.05743517],0.033032672,[0.03502978 0.05743517],0.015625,-26.00478295,FALSE
[0.03774594 0.06268779 0.08508827],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.04070953 0.01122179 0.03756206],0.040709534,[0.01122179 0.03756206],0.03125,-28.10358296,FALSE
[0.00954978 0.05423629 0.07588391],-1030.850462,[ 0.29782525 -4.08064908],0.109375,nan,FALSE
