b,betas,time,LLF,converged
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.015625,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.015625,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.046875,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.015625,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.015625,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
0.074771882,[0.06552505 0.05366129],0.03125,-23.26950772,TRUE
,,0.03078125,,100
