b,betas,time,LLF,converged
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.015625,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
0.99384802,[0.11012705],0.03125,-34.10403502,FALSE
