intials,b,betas,time,LLF,converged
[0.07965091 0.09321583],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.09567086 0.07316093],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.07544209 0.09639033],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.07564764 0.07517497],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.00259695 0.06261841],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.05403056 0.06857444],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.05040178 0.00272289],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.07361243 0.07467394],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.00331257 0.01234897],0.003312572,[0.01234897],0,-30.90694388,FALSE
[0.09938833 0.01057108],0.072939248,[0.05893731],0,-23.29089438,TRUE
[0.04274617 0.06152084],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.06757827 0.05522904],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.04423444 0.07669211],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.0271798  0.04773708],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.09520941 0.01651195],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
[0.07972007 0.09405806],0.072939248,[0.05893731],0.015625,-23.29089438,TRUE
,,,0.01234375,,92
