intials,b,betas,time,LLF,converged
[0.05472371 0.02708923 0.00087437],0.054723706,[0.02708923 0.00087437],0.03125,-29.80956769,FALSE
[0.08471966 0.00110949 0.02302162],0.07942313,[0.19881497 0.24491958],0.015625,-24.09369398,TRUE
[0.02637279 0.07794953 0.02014184],0.07942313,[0.19881497 0.24491958],0.015625,-24.09369398,TRUE
[0.02306295 0.08898484 0.02024588],0.07942313,[0.19881497 0.24491958],0.015625,-24.09369398,TRUE
[0.02475023 0.01199801 0.07148417],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.04643557 0.02556483 0.02932721],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.04248341 0.07722385 0.07730483],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.03974609 0.07634779 0.07243564],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.05075888 0.03357434 0.05765739],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.05516324 0.03947033 0.06436113],0.055163242,[0.03947033 0.06436113],0.03125,-28.34690375,FALSE
[0.06293997 0.0128774  0.00176752],0.062939974,[0.0128774  0.00176752],0.015625,-29.68853706,FALSE
[0.06248561 0.03310583 0.08065043],0.062485608,[0.03310583 0.08065043],0.03125,-27.77173289,FALSE
[0.00717546 0.08381025 0.050496  ],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.05236689 0.08505648 0.07327835],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.0636029  0.07353945 0.04174902],0.063602904,[0.07353945 0.04174902],0.03125,-28.13665774,FALSE
[0.03505065 0.0704294  0.00616577],0.07942313,[0.19881497 0.24491958],0.015625,-24.09369398,TRUE
[0.07332301 0.01421683 0.01504202],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.08530583 0.03748946 0.02500231],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.00209834 0.04275974 0.02657527],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.04748283 0.07188771 0.09297833],0.07942313,[0.19881497 0.24491958],0.015625,-24.09369398,TRUE
[0.01006928 0.04405793 0.03324396],0.07942313,[0.19881497 0.24491958],0.015625,-24.09369398,TRUE
[0.01962121 0.07685892 0.01600576],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.08013621 0.02798871 0.09436949],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
[0.08393464 0.02479898 0.04667792],0.07942313,[0.19881497 0.24491958],0.03125,-24.09369398,TRUE
,,,0.02609375,,78
