b,betas,time,LLF,converged
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
0.156281173,[],0.015625,-36.75567559,FALSE
0.156281173,[],0,-36.75567559,FALSE
,,0.00640625,,0
